convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,user_query,query_category,retrieval_method,article_id,retrieval_time_sec,answer_success,user_rating,escalation,timestamp,conversation_duration_sec,knowledge_gap_flag,cost_per_message,query_complexity,day,month,weekday,hallucination_flag,answer_success_num,model_tier_enc,user_tier_enc,retrieval_method_enc,query_category_enc,query_complexity_enc,query_cluster,success_probability
PP395,3,1973,657.6666667,1,2,0.39,0.05555555556,0.634181297,0.4475341825,0.0,0.5,vpn not connecting,Operations,AI,ART_94,4.69,Yes,2,No,2025-01-18,184,No,0.13,High,18,1,Saturday,No,1,0,1,0,3,0,1,0.6759937035536534
KL396,13,567,43.61538462,1,1,0.11,0.6111111111,0.1304192046,0.02232965751,0.0,0.0,email not syncing,HR Policy,AI,ART_36,3.15,Yes,3,No,2025-04-01,60,No,0.0085,Low,1,4,Tuesday,No,1,0,0,0,1,1,0,0.8822780817448309
LX397,4,207,51.75,2,3,0.08,0.1111111111,0.001433178072,0.0279625344,0.5,1.0,how to request leave,Operations,Search,ART_87,2.69,Yes,5,No,2025-06-23,199,No,0.02,Low,23,6,Monday,No,1,1,2,2,3,1,3,0.9872616871859047
QO398,19,2906,152.9473684,2,1,1.16,0.9444444444,0.9684700824,0.09803742916,0.5,0.0,how to install company software,Operations,Hybrid,ART_87,3.25,No,3,No,2025-05-25,205,Yes,0.0611,High,25,5,Sunday,No,0,1,0,1,3,0,2,0.19778604299188227
PK399,9,2265,251.6666667,2,2,0.91,0.3888888889,0.7388032963,0.1663963652,0.5,0.5,laptop not turning on,Finance,AI,ART_95,3.95,Yes,4,Yes,2025-01-30,205,No,0.1011,High,30,1,Thursday,No,1,1,1,0,0,0,1,0.7310603875646566
GZ400,18,1589,88.27777778,1,3,0.32,0.8888888889,0.4965962021,0.05325647458,0.0,1.0,expense reimbursement process,Operations,AI,ART_69,1.18,Yes,3,No,2025-02-11,265,No,0.0178,Medium,11,2,Tuesday,No,1,0,2,0,3,2,0,0.9080277634686922
HB401,14,2716,194.0,2,1,1.09,0.6666666667,0.900394124,0.1264646391,0.5,0.0,how to install company software,IT Support,Hybrid,ART_7,0.71,No,4,No,2025-04-20,293,Yes,0.0779,High,20,4,Sunday,No,0,1,0,1,2,0,2,0.20443637586328164
ZE402,4,2385,596.25,3,1,1.43,0.1111111111,0.7817986385,0.4050057401,1.0,0.0,email not syncing,Software Help,AI,ART_61,1.19,Yes,4,Yes,2025-04-27,151,No,0.3575,High,27,4,Sunday,No,1,2,0,0,5,0,1,0.7780904178049818
GA403,7,2872,410.2857143,1,2,0.57,0.2777777778,0.9562880688,0.2762333426,0.0,0.5,expense reimbursement process,Software Help,Hybrid,ART_97,5.12,Yes,3,No,2025-04-11,121,No,0.0814,High,11,4,Friday,No,1,0,1,1,5,0,1,0.746323829838602
KC404,8,1643,205.375,2,1,0.66,0.3333333333,0.5159441061,0.1343413452,0.5,0.0,laptop not turning on,Operations,Search,ART_82,5.82,No,3,No,2025-04-04,276,Yes,0.0825,High,4,4,Friday,No,0,1,0,2,3,0,1,0.22187502635883619
TI405,19,216,11.36842105,1,2,0.04,0.9444444444,0.004657828735,0.0,0.0,0.5,two factor authentication setup,Finance,Search,ART_44,3.35,Yes,1,No,2025-03-20,176,No,0.0021,Low,20,3,Thursday,No,1,0,1,2,0,1,0,0.9049404265117489
OE406,4,365,91.25,2,1,0.15,0.1111111111,0.05804371193,0.05531461268,0.5,0.0,two factor authentication setup,Software Help,AI,ART_43,5.65,Yes,4,No,2025-04-07,157,No,0.0375,Low,7,4,Monday,No,1,1,0,0,5,1,3,0.9616974688179762
DN407,6,2068,344.6666667,2,2,0.83,0.2222222222,0.6682192762,0.2307949293,0.5,0.5,laptop not turning on,Finance,Search,ART_60,5.37,Yes,2,No,2025-03-04,195,No,0.1383,High,4,3,Tuesday,No,1,1,1,2,0,0,1,0.5334103267643762
XJ408,14,1465,104.6428571,1,3,0.29,0.6666666667,0.4521676818,0.06458859944,0.0,1.0,email not syncing,IT Support,AI,ART_31,1.83,Yes,4,No,2025-03-21,42,No,0.0207,Medium,21,3,Friday,No,1,0,2,0,2,2,0,0.8589364300704548
PO409,2,2477,1238.5,3,3,1.49,0.0,0.8147617341,0.8497366839,1.0,1.0,company travel policy,Security,Hybrid,ART_52,3.89,Yes,3,No,2025-03-22,78,No,0.745,High,22,3,Saturday,No,1,2,2,1,4,0,1,0.9564403151295824
SF410,18,2377,132.0555556,2,1,0.95,0.8888888889,0.7789322823,0.08357073293,0.5,0.0,two factor authentication setup,IT Support,AI,ART_46,5.73,Yes,5,No,2025-06-12,169,No,0.0528,High,12,6,Thursday,Yes,1,1,0,0,2,0,2,0.7490850345066238
BH411,6,2777,462.8333333,3,3,1.67,0.2222222222,0.9222500896,0.3126203449,1.0,1.0,reset my password,IT Support,Hybrid,ART_80,1.52,No,5,No,2025-06-25,127,Yes,0.2783,High,25,6,Wednesday,No,0,2,2,1,2,0,1,0.23049266946349597
DB412,7,1283,183.2857143,1,1,0.26,0.2777777778,0.3869580795,0.1190454497,0.0,0.0,vacation policy details,Security,Hybrid,ART_46,5.27,Yes,5,No,2025-03-22,159,No,0.0371,Medium,22,3,Saturday,No,1,0,0,1,4,2,3,0.7822246854924454
QB413,15,787,52.46666667,1,3,0.16,0.7222222222,0.2092439986,0.02845879573,0.0,1.0,expense reimbursement process,HR Policy,AI,ART_100,5.23,Yes,4,No,2025-05-28,223,No,0.0107,Low,28,5,Wednesday,No,1,0,2,0,1,1,0,0.8614507053533131
LZ414,16,267,16.6875,2,3,0.11,0.7777777778,0.02293084916,0.003683237057,0.5,1.0,reset my password,IT Support,AI,ART_57,2.75,No,5,No,2025-04-18,284,Yes,0.0069,Low,18,4,Friday,No,0,1,2,0,2,1,0,0.05202780039133557
SW415,19,2042,107.4736842,3,3,1.23,0.9444444444,0.6589036188,0.06654882738,1.0,1.0,vacation policy details,Security,AI,ART_22,2.86,Yes,3,No,2025-06-03,127,No,0.0647,High,3,6,Tuesday,No,1,2,2,0,4,0,2,0.7396223367715031
BU416,6,476,79.33333333,1,1,0.1,0.2222222222,0.09781440344,0.04706282535,0.0,0.0,expense reimbursement process,IT Support,Hybrid,ART_12,1.25,Yes,3,No,2025-01-05,84,No,0.0167,Low,5,1,Sunday,No,1,0,0,1,2,1,3,0.8639200265157179
YF417,4,227,56.75,2,3,0.09,0.1111111111,0.008599068434,0.03142482279,0.5,1.0,email not syncing,Finance,Hybrid,ART_68,2.55,Yes,4,No,2025-03-26,248,No,0.0225,Low,26,3,Wednesday,No,1,1,2,1,0,1,3,0.9808905549939138
UW418,4,2181,545.25,2,1,0.87,0.1111111111,0.7087065568,0.3696903985,0.5,0.0,company travel policy,Operations,Search,ART_20,5.13,Yes,2,No,2025-03-27,56,No,0.2175,High,27,3,Thursday,No,1,1,0,2,3,0,1,0.7117454381498263
OT419,11,2670,242.7272727,2,3,1.07,0.5,0.8839125761,0.1602062132,0.5,1.0,expense reimbursement process,HR Policy,Search,ART_66,5.93,Yes,1,No,2025-01-03,113,No,0.0973,High,3,1,Friday,No,1,1,2,2,1,0,2,0.6536090225163852
OD420,5,1281,256.2,1,2,0.26,0.1666666667,0.3862414905,0.1695355067,0.0,0.5,vpn not connecting,IT Support,Hybrid,ART_20,5.69,No,1,Yes,2025-06-29,197,Yes,0.052,Medium,29,6,Sunday,No,0,0,1,1,2,2,3,0.28038682382894886
XI421,10,1625,162.5,3,3,0.98,0.4444444444,0.5094948047,0.1046522222,1.0,1.0,email not syncing,IT Support,AI,ART_59,5.43,No,3,No,2025-02-24,185,Yes,0.098,High,24,2,Monday,No,0,2,2,0,2,0,1,0.18731653489145883
VZ422,17,1582,93.05882353,2,3,0.63,0.8333333333,0.4940881405,0.05656714642,0.5,1.0,email not syncing,IT Support,Hybrid,ART_56,2.18,Yes,5,No,2025-06-13,190,No,0.0371,Medium,13,6,Friday,No,1,1,2,1,2,2,0,0.8410814188224067
IM423,11,1926,175.0909091,2,2,0.77,0.5,0.6173414547,0.1133708939,0.5,0.5,email not syncing,Security,Search,ART_80,3.14,Yes,1,No,2025-03-28,78,No,0.07,High,28,3,Friday,No,1,1,1,2,4,0,2,0.7294646413470306
HG424,5,2933,586.6,2,2,1.17,0.1666666667,0.9781440344,0.3983235235,0.5,0.5,vpn not connecting,HR Policy,Hybrid,ART_83,4.18,Yes,2,No,2025-04-19,274,No,0.234,High,19,4,Saturday,Yes,1,1,1,1,1,0,1,0.7393177730735851
QK425,15,2205,147.0,1,1,0.44,0.7222222222,0.7173056252,0.09391912823,0.0,0.0,vacation policy details,Software Help,AI,ART_54,3.17,Yes,3,No,2025-02-01,262,No,0.0293,High,1,2,Saturday,Yes,1,0,0,0,5,0,2,0.8700721862769195
XL426,2,1834,917.0,3,2,1.1,0.0,0.584378359,0.6271115404,1.0,0.5,how to install company software,Software Help,Search,ART_7,0.67,Yes,4,No,2025-01-10,70,No,0.55,High,10,1,Friday,No,1,2,1,2,5,0,1,0.8646555714859775
IE427,8,247,30.875,3,1,0.15,0.3333333333,0.0157649588,0.01350748037,1.0,0.0,reset my password,IT Support,AI,ART_59,5.71,Yes,1,No,2025-05-17,209,No,0.0188,Low,17,5,Saturday,No,1,2,0,0,2,1,3,0.9710399115859968
ZP428,15,1146,76.4,2,3,0.46,0.7222222222,0.3378717306,0.04503161616,0.5,1.0,vacation policy details,Operations,Search,ART_82,3.85,Yes,3,No,2025-04-20,151,No,0.0307,Medium,20,4,Sunday,No,1,1,2,2,3,2,0,0.8278404351305879
RY429,8,1249,156.125,2,1,0.5,0.3333333333,0.3747760659,0.1002378045,0.5,0.0,laptop not turning on,Software Help,AI,ART_81,3.64,Yes,3,No,2025-06-21,86,No,0.0625,Medium,21,6,Saturday,No,1,1,0,0,5,2,3,0.8119960550141352
FG430,8,2302,287.75,2,3,0.92,0.3333333333,0.7520601935,0.1913825464,0.5,1.0,laptop not turning on,Software Help,AI,ART_74,2.46,No,5,No,2025-04-02,246,Yes,0.115,High,2,4,Wednesday,No,0,1,2,0,5,0,1,0.2382458618624763
EG431,11,2184,198.5454545,2,2,0.87,0.5,0.7097814403,0.129612174,0.5,0.5,company travel policy,Security,Search,ART_38,4.65,Yes,1,Yes,2025-06-03,111,No,0.0791,High,3,6,Tuesday,No,1,1,1,2,4,0,2,0.6145497785590697
VS432,8,1410,176.25,1,3,0.28,0.3333333333,0.4324614833,0.1141735153,0.0,1.0,how to request leave,Operations,Hybrid,ART_24,0.57,Yes,1,No,2025-05-05,146,No,0.035,Medium,5,5,Monday,Yes,1,0,2,1,3,2,3,0.7449250984382018
LL433,11,571,51.90909091,1,2,0.11,0.5,0.1318523827,0.02807269812,0.0,0.5,two factor authentication setup,Finance,Search,ART_6,2.7,Yes,1,No,2025-06-22,286,No,0.01,Low,22,6,Sunday,No,1,0,1,2,0,1,0,0.7592816372326194
GO434,6,2745,457.5,3,1,1.65,0.2222222222,0.910784665,0.3089272373,1.0,0.0,how to install company software,Software Help,AI,ART_59,2.3,Yes,3,No,2025-01-15,116,No,0.275,High,15,1,Wednesday,No,1,2,0,0,5,0,1,0.7490713931742465
CG435,20,1422,71.1,1,3,0.28,1.0,0.4367610176,0.04136159047,0.0,1.0,reset my password,Finance,Search,ART_87,1.03,Yes,2,No,2025-03-12,26,No,0.014,Medium,12,3,Wednesday,No,1,0,2,2,0,2,0,0.9727082207140216
QS436,8,2082,260.25,3,2,1.25,0.3333333333,0.6732353995,0.1723399603,1.0,0.5,laptop not turning on,IT Support,Search,ART_50,5.77,No,4,No,2025-03-29,111,Yes,0.1562,High,29,3,Saturday,No,0,2,1,2,2,0,1,0.36385594872569804
ZJ437,20,916,45.8,1,2,0.18,1.0,0.2554639914,0.02384241121,0.0,0.5,email not syncing,Security,Search,ART_17,3.56,Yes,4,No,2025-05-21,121,No,0.009,Medium,21,5,Wednesday,No,1,0,1,2,4,2,0,0.8803897646479838
IN438,3,1248,416.0,3,2,0.75,0.05555555556,0.3744177714,0.2801902436,1.0,0.5,reset my password,Software Help,Search,ART_21,3.64,Yes,3,Yes,2025-05-09,232,No,0.25,Medium,9,5,Friday,No,1,2,1,2,5,2,3,0.8156195857638836
OT439,17,1407,82.76470588,3,2,0.84,0.8333333333,0.4313865998,0.04943890562,1.0,0.5,expense reimbursement process,Operations,AI,ART_94,3.98,Yes,3,No,2025-04-26,270,No,0.0494,Medium,26,4,Saturday,No,1,2,1,0,3,2,0,0.9224169091997567
GU440,19,589,31.0,2,3,0.24,0.9444444444,0.138301684,0.01359403757,0.5,1.0,company travel policy,Finance,Hybrid,ART_53,5.7,Yes,2,No,2025-04-13,120,No,0.0126,Low,13,4,Sunday,No,1,1,2,1,0,1,0,0.8241386041501194
CU441,5,471,94.2,1,1,0.09,0.1666666667,0.09602293085,0.05735736283,0.0,0.0,email not syncing,Operations,Search,ART_19,4.66,No,4,No,2025-05-18,273,Yes,0.018,Low,18,5,Sunday,No,0,0,0,2,3,1,3,0.13340649967371626
EX442,20,2686,134.3,2,3,1.07,1.0,0.8896452884,0.08512491572,0.5,1.0,reset my password,HR Policy,Search,ART_77,3.12,Yes,1,Yes,2025-02-20,295,No,0.0535,High,20,2,Thursday,No,1,1,2,2,1,0,2,0.9238224756215523
VB443,20,1458,72.9,3,3,0.87,1.0,0.4496596202,0.04260801429,1.0,1.0,email not syncing,IT Support,Hybrid,ART_78,2.78,Yes,2,No,2025-01-10,55,No,0.0435,Medium,10,1,Friday,No,1,2,2,1,2,2,0,0.9683362755834876
NO444,12,1373,114.4166667,2,2,0.55,0.5555555556,0.4192045862,0.07135654889,0.5,0.5,company travel policy,Software Help,Hybrid,ART_21,3.31,Yes,1,Yes,2025-04-12,293,No,0.0458,Medium,12,4,Saturday,No,1,1,1,1,5,2,0,0.7056130684069862
FZ445,2,529,264.5,1,3,0.11,0.0,0.1168040129,0.1752829054,0.0,1.0,laptop not turning on,HR Policy,Hybrid,ART_22,1.02,Yes,5,No,2025-05-01,209,No,0.055,Low,1,5,Thursday,No,1,0,2,1,1,1,3,0.912553316072658
WF446,20,1379,68.95,3,1,0.83,1.0,0.4213543533,0.03987280646,1.0,0.0,two factor authentication setup,IT Support,Search,ART_6,3.87,No,2,No,2025-03-24,284,Yes,0.0415,Medium,24,3,Monday,No,0,2,0,2,2,2,0,0.09413144680549011
YW447,11,1116,101.4545455,2,1,0.45,0.5,0.327122895,0.06238082853,0.5,0.0,how to request leave,IT Support,Hybrid,ART_58,3.84,Yes,2,Yes,2025-02-23,24,No,0.0409,Medium,23,2,Sunday,Yes,1,1,0,1,2,2,3,0.89975186135619
MJ448,15,864,57.6,2,1,0.35,0.7222222222,0.2368326765,0.03201341181,0.5,0.0,expense reimbursement process,Operations,AI,ART_91,4.84,No,3,No,2025-06-04,73,Yes,0.0233,Medium,4,6,Wednesday,No,0,1,0,0,3,2,0,0.23246967610889324
NM449,6,2019,336.5,2,2,0.81,0.2222222222,0.6506628449,0.2251398582,0.5,0.5,laptop not turning on,HR Policy,Search,ART_70,3.98,No,2,Yes,2025-04-17,205,Yes,0.135,High,17,4,Thursday,No,0,1,1,2,1,0,1,0.3667214157817703
ZY450,15,2336,155.7333333,2,1,0.93,0.7222222222,0.7642422071,0.09996659195,0.5,0.0,vacation policy details,Finance,Hybrid,ART_84,1.83,Yes,5,No,2025-02-09,179,No,0.062,High,9,2,Sunday,No,1,1,0,1,0,0,2,0.5872617846476423
LK451,12,249,20.75,3,1,0.15,0.5555555556,0.01648154783,0.006496346375,1.0,0.0,expense reimbursement process,Finance,Hybrid,ART_34,1.07,Yes,3,No,2025-01-17,144,No,0.0125,Low,17,1,Friday,No,1,2,0,1,0,1,0,0.9607596174024821
VO452,13,1494,114.9230769,1,2,0.3,0.6111111111,0.4625582229,0.07170721656,0.0,0.5,how to install company software,Security,Search,ART_97,0.6,Yes,5,No,2025-03-22,21,No,0.0231,Medium,22,3,Saturday,No,1,0,1,2,4,2,3,0.9018208460489356
PQ453,8,2223,277.875,2,2,0.89,0.3333333333,0.7237549265,0.1845445269,0.5,0.5,laptop not turning on,Finance,AI,ART_79,0.88,Yes,2,No,2025-04-04,228,No,0.1112,High,4,4,Friday,No,1,1,1,0,0,0,1,0.7651037766336181
ZH454,8,2684,335.5,1,3,0.54,0.3333333333,0.8889286994,0.2244474006,0.0,1.0,laptop not turning on,IT Support,AI,ART_67,0.89,Yes,1,No,2025-06-07,148,No,0.0675,High,7,6,Saturday,No,1,0,2,0,2,0,1,0.6074381395516534
AJ455,16,1608,100.5,2,1,0.64,0.7777777778,0.5034037979,0.0617198462,0.5,0.0,vacation policy details,Operations,Hybrid,ART_78,4.46,No,1,Yes,2025-05-05,184,Yes,0.04,High,5,5,Monday,No,0,1,0,1,3,0,2,0.20598017119407508
VS456,13,2809,216.0769231,3,1,1.69,0.6111111111,0.9337155142,0.141751974,1.0,0.0,two factor authentication setup,Software Help,Hybrid,ART_47,2.95,No,2,No,2025-06-13,276,Yes,0.13,High,13,6,Friday,No,0,2,0,1,5,0,2,0.21873278398151638
VT457,5,873,174.6,1,2,0.17,0.1666666667,0.2400573271,0.1130309601,0.0,0.5,vpn not connecting,Software Help,Hybrid,ART_16,5.43,No,1,Yes,2025-05-21,209,Yes,0.034,Medium,21,5,Wednesday,No,0,0,1,1,5,2,3,0.24085646130240904
EN458,9,632,70.22222222,3,3,0.38,0.3888888889,0.1537083483,0.0407537665,1.0,1.0,email not syncing,Security,Hybrid,ART_6,2.19,Yes,2,No,2025-01-17,62,No,0.0422,Low,17,1,Friday,No,1,2,2,1,4,1,3,0.8843158037267027
RY459,16,2128,133.0,1,3,0.43,0.7777777778,0.6897169473,0.08422472074,0.0,1.0,vpn not connecting,Operations,Hybrid,ART_38,5.97,Yes,4,Yes,2025-03-08,52,No,0.0269,High,8,3,Saturday,Yes,1,0,2,1,3,0,2,0.7434648737514716
TH460,20,2980,149.0,1,2,0.6,1.0,0.9949838767,0.09530404359,0.0,0.5,vacation policy details,Operations,AI,ART_24,3.67,Yes,5,No,2025-04-09,241,No,0.03,High,9,4,Wednesday,No,1,0,1,0,3,0,2,0.9093199335431851
RV461,13,1594,122.6153846,3,3,0.96,0.6111111111,0.4983876747,0.07703381408,1.0,1.0,laptop not turning on,Security,AI,ART_82,5.56,Yes,5,No,2025-06-26,94,No,0.0738,Medium,26,6,Thursday,No,1,2,2,0,4,2,0,0.7305778945742557
YG462,17,1486,87.41176471,2,2,0.59,0.8333333333,0.4596918667,0.05265679718,0.5,0.5,email not syncing,Operations,Hybrid,ART_18,4.06,Yes,4,Yes,2025-04-08,214,No,0.0347,Medium,8,4,Tuesday,Yes,1,1,1,1,3,2,0,0.8314924924676953
WV463,11,1199,109.0,3,3,0.72,0.5,0.35686134,0.06760573647,1.0,1.0,email not syncing,IT Support,Hybrid,ART_70,3.76,Yes,1,No,2025-03-19,263,No,0.0655,Medium,19,3,Wednesday,Yes,1,2,2,1,2,2,0,0.7133333122141621
IR464,9,1896,210.6666667,1,3,0.38,0.3888888889,0.6065926191,0.1380056004,0.0,1.0,email not syncing,IT Support,AI,ART_30,2.17,Yes,4,No,2025-01-04,38,No,0.0422,High,4,1,Saturday,No,1,0,2,0,2,0,1,0.8015225981248727
FC465,11,1689,153.5454545,1,1,0.34,0.5,0.5324256539,0.09845157849,0.0,0.0,how to request leave,Software Help,AI,ART_71,5.77,Yes,1,No,2025-05-25,249,No,0.0309,High,25,5,Sunday,No,1,0,0,0,5,0,2,0.8925724527312435
UJ466,14,1713,122.3571429,1,1,0.34,0.6666666667,0.5410247223,0.07685499259,0.0,0.0,how to request leave,Software Help,Search,ART_48,4.78,Yes,2,No,2025-03-02,259,No,0.0243,High,2,3,Sunday,No,1,0,0,2,5,0,2,0.7424683401093448
OS467,12,1704,142.0,1,1,0.34,0.5555555556,0.5378000717,0.09045683984,0.0,0.0,company travel policy,Operations,Hybrid,ART_42,1.1,Yes,1,No,2025-01-16,246,No,0.0283,High,16,1,Thursday,Yes,1,0,0,1,3,0,2,0.7547768298075078
KD468,9,1204,133.7777778,1,1,0.24,0.3888888889,0.3586528126,0.08476329893,0.0,0.0,vpn not connecting,Operations,AI,ART_79,2.82,Yes,1,No,2025-04-12,147,No,0.0267,Medium,12,4,Saturday,No,1,0,0,0,3,2,3,0.8446806369633173
NL469,12,443,36.91666667,1,1,0.09,0.5555555556,0.08599068434,0.01769107884,0.0,0.0,vpn not connecting,Operations,Hybrid,ART_71,3.35,Yes,4,Yes,2025-01-24,117,No,0.0075,Low,24,1,Friday,No,1,0,0,1,3,1,0,0.8271211606938028
RO470,5,2478,495.6,2,3,0.99,0.1666666667,0.8151200287,0.3353098748,0.5,1.0,how to install company software,Software Help,Hybrid,ART_78,2.51,Yes,2,Yes,2025-05-06,89,No,0.198,High,6,5,Tuesday,No,1,1,2,1,5,0,1,0.7078554181178147
HM471,11,719,65.36363636,3,2,0.43,0.5,0.1848799713,0.03738940142,1.0,0.5,how to install company software,HR Policy,AI,ART_19,5.6,Yes,4,No,2025-03-01,293,No,0.0391,Low,1,3,Saturday,No,1,2,1,0,1,1,0,0.9161959458395246
EF472,12,2336,194.6666667,2,1,0.93,0.5555555556,0.7642422071,0.1269262776,0.5,0.0,expense reimbursement process,Software Help,Hybrid,ART_9,5.38,Yes,1,No,2025-01-15,96,No,0.0775,High,15,1,Wednesday,No,1,1,0,1,5,0,2,0.6472392706240254
DQ473,2,296,148.0,1,2,0.06,0.0,0.03332139018,0.09461158591,0.0,0.5,laptop not turning on,Finance,Hybrid,ART_57,3.75,Yes,2,No,2025-04-13,256,No,0.03,Low,13,4,Sunday,No,1,0,1,1,0,1,3,0.949305180254143
GK474,10,876,87.6,3,2,0.53,0.4444444444,0.2411322107,0.05278714215,1.0,0.5,how to request leave,IT Support,Hybrid,ART_81,4.28,Yes,5,No,2025-05-20,234,No,0.053,Medium,20,5,Tuesday,No,1,2,1,1,2,2,3,0.7757271670404792
RB475,8,2745,343.125,1,1,0.55,0.3333333333,0.910784665,0.2297273903,0.0,0.0,email not syncing,HR Policy,AI,ART_50,2.59,Yes,1,No,2025-04-24,272,No,0.0688,High,24,4,Thursday,No,1,0,0,0,1,0,1,0.8739254576132042
QC476,7,2293,327.5714286,1,1,0.46,0.2777777778,0.7488355428,0.2189572004,0.0,0.0,how to install company software,Software Help,AI,ART_60,0.87,Yes,5,No,2025-04-19,102,No,0.0657,High,19,4,Saturday,No,1,0,0,0,5,0,1,0.8106521366939545
IZ477,15,2812,187.4666667,2,1,1.12,0.7222222222,0.9347903977,0.1219405823,0.5,0.0,how to install company software,Finance,Hybrid,ART_86,3.93,No,4,No,2025-04-17,294,Yes,0.0747,High,17,4,Thursday,No,0,1,0,1,0,0,2,0.18392550326571938
PU478,6,2867,477.8333333,1,1,0.57,0.2222222222,0.9544965962,0.3230072101,0.0,0.0,two factor authentication setup,Software Help,AI,ART_49,3.7,Yes,3,No,2025-01-29,244,No,0.095,High,29,1,Wednesday,No,1,0,0,0,5,0,1,0.8483475723446017
AR479,12,1789,149.0833333,3,2,1.07,0.5555555556,0.5682551057,0.09536174839,1.0,0.5,expense reimbursement process,Operations,Hybrid,ART_83,5.87,Yes,5,Yes,2025-06-17,25,No,0.0892,High,17,6,Tuesday,No,1,2,1,1,3,0,2,0.8277984946641141
DG480,18,1246,69.22222222,1,1,0.25,0.8888888889,0.3737011824,0.04006130883,0.0,0.0,how to install company software,Security,Search,ART_39,0.94,Yes,4,No,2025-04-03,213,No,0.0139,Medium,3,4,Thursday,No,1,0,0,2,4,2,0,0.7839148898327075
SP481,2,309,154.5,1,1,0.06,0.0,0.03797921892,0.09911256082,0.0,0.0,reset my password,IT Support,AI,ART_91,4.33,Yes,5,Yes,2025-06-11,52,No,0.03,Low,11,6,Wednesday,No,1,0,0,0,2,1,3,0.948841267237656
HY482,7,1756,250.8571429,2,3,0.7,0.2777777778,0.5564313866,0.1658358042,0.5,1.0,laptop not turning on,HR Policy,AI,ART_16,0.93,No,4,No,2025-02-09,213,Yes,0.1,High,9,2,Sunday,No,0,1,2,0,1,0,1,0.2820999512661486
RX483,8,2970,371.25,3,2,1.78,0.3333333333,0.9914009316,0.2492027625,1.0,0.5,how to request leave,Finance,Hybrid,ART_96,5.59,No,2,No,2025-03-31,106,Yes,0.2225,High,31,3,Monday,No,0,2,1,1,0,0,1,0.3709221589233085
XI484,12,1301,108.4166667,3,3,0.78,0.5555555556,0.3934073809,0.06720180282,1.0,1.0,vpn not connecting,Operations,Search,ART_49,3.03,No,1,No,2025-01-25,29,Yes,0.065,Medium,25,1,Saturday,No,0,2,2,2,3,2,3,0.08811754292523831
OO485,10,1580,158.0,3,2,0.95,0.4444444444,0.4933715514,0.1015361627,1.0,0.5,how to request leave,IT Support,AI,ART_41,5.58,Yes,1,No,2025-03-09,222,No,0.095,Medium,9,3,Sunday,Yes,1,2,1,0,2,2,3,0.7757903661808555
HH486,7,1176,168.0,3,3,0.71,0.2777777778,0.3486205661,0.1084607395,1.0,1.0,email not syncing,Software Help,AI,ART_77,3.88,Yes,1,No,2025-01-17,214,No,0.1014,Medium,17,1,Friday,No,1,2,2,0,5,2,3,0.6777806939192109
OZ487,11,2146,195.0909091,3,3,1.29,0.5,0.6961662487,0.1272200475,1.0,1.0,two factor authentication setup,Operations,Hybrid,ART_56,4.19,Yes,3,No,2025-04-23,95,No,0.1173,High,23,4,Wednesday,No,1,2,2,1,3,0,2,0.7391621614441517
MN488,12,1409,117.4166667,2,1,0.56,0.5555555556,0.4321031888,0.07343392192,0.5,0.0,company travel policy,HR Policy,Search,ART_65,4.33,Yes,5,No,2025-05-18,77,No,0.0467,Medium,18,5,Sunday,No,1,1,0,2,1,2,3,0.8828990659478277
MP489,2,1811,905.5,3,1,1.09,0.0,0.5761375851,0.6191482771,1.0,0.0,email not syncing,Software Help,Search,ART_68,2.32,Yes,5,No,2025-04-09,285,No,0.545,High,9,4,Wednesday,No,1,2,0,2,5,0,1,0.9327556407901817
GW490,11,2749,249.9090909,2,3,1.1,0.5,0.9122178431,0.1651793184,0.5,1.0,vacation policy details,Software Help,AI,ART_60,4.73,Yes,2,No,2025-03-16,295,No,0.1,High,16,3,Sunday,No,1,1,2,0,5,0,1,0.8520689135761493
DT491,12,1591,132.5833333,3,3,0.95,0.5555555556,0.4973127911,0.08393619671,1.0,1.0,company travel policy,Security,Hybrid,ART_94,4.19,No,4,No,2025-03-15,47,Yes,0.0792,Medium,15,3,Saturday,No,0,2,2,1,4,2,3,0.10544702565844646
QA492,18,916,50.88888889,2,2,0.37,0.8888888889,0.2554639914,0.02736625139,0.5,0.5,email not syncing,Operations,Search,ART_16,1.74,Yes,3,No,2025-05-28,190,No,0.0206,Medium,28,5,Wednesday,No,1,1,1,2,3,2,0,0.7619472547967387
MH493,13,2804,215.6923077,2,1,1.12,0.6111111111,0.9319240416,0.1414856441,0.5,0.0,vpn not connecting,IT Support,Search,ART_42,5.39,No,1,No,2025-02-05,167,Yes,0.0862,High,5,2,Wednesday,No,0,1,0,2,2,0,2,0.40308798277368063
EO494,13,2694,207.2307692,3,3,1.62,0.6111111111,0.8925116446,0.1356263868,1.0,1.0,two factor authentication setup,Operations,Search,ART_2,2.0,Yes,5,No,2025-04-09,168,No,0.1246,High,9,4,Wednesday,No,1,2,2,2,3,0,2,0.6654468774250641
JC495,18,361,20.05555556,2,2,0.14,0.8888888889,0.05661053386,0.006015472987,0.5,0.5,vacation policy details,HR Policy,AI,ART_81,5.32,Yes,2,No,2025-02-25,185,No,0.0078,Low,25,2,Tuesday,No,1,1,1,0,1,1,0,0.9419309486269198
